customerID,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bin
4929-xihvw,0.7686567164179104,0.01879183014078006,0,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,0
6827-ieauq,0.47661691542288565,0.21412993307177478,0,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,2
7310-egvhz,0.019402985074626844,0.0001615508885298867,0,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,0
3413-bmnze,0.26865671641791045,0.003052157858296792,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6234-raapl,0.8124378109452737,0.8346295868912993,0,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,5
6047-yhpvi,0.5119402985074627,0.034398799907685206,1,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,0
6572-adkrs,0.5626865671641791,0.40728132933302563,0,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,3
5380-wjkov,0.8766169154228854,0.4073909531502423,1,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,2
8168-uqwwf,0.7920398009950248,0.12538656819755367,1,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,0
8865-tnmnx,0.3114427860696517,0.05272328640664667,0,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,0
9489-dedvp,0.5069651741293533,0.5600680821601662,0,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,5
9867-jczsp,0.02487562189054726,0.04609393030233095,0,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,1
4671-vjlcl,0.6129353233830845,0.5588102930994692,0,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,5
4080-iiard,0.5766169154228856,0.11108354488806832,0,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,1
3714-ntnfo,0.6592039800995024,0.44863835679667663,0,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,4
5948-ujzlf,0.30845771144278605,0.009023771059312256,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,0
7760-oypdy,0.6208955223880598,0.014464574198015234,1,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,0
7639-liayi,0.6119402985074627,0.4845372720978537,0,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,4
2954-pibko,0.4567164179104478,0.4887260558504501,0,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,5
8012-soudq,0.7164179104477612,0.4407973690283868,0,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,3
9420-lojkx,0.8044776119402984,0.1624278790676206,1,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,1
6575-suvoi,0.5099502487562189,0.2000750057696746,0,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,2
7495-ookfy,0.6208955223880598,0.07090930071543965,1,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,0
4667-qonea,0.56318407960199,0.5120643895684284,0,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,4
1658-bygoy,0.7681592039800995,0.20006346642049389,1,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,1
8769-kktph,0.8099502487562189,0.7261020078467574,0,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,5
5067-xjqfu,0.8975124378109453,0.8143953381029311,0,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,5
3957-sqxml,0.06666666666666665,0.10102700207708286,0,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,2
5954-bdfsg,0.8880597014925372,0.9040964689591507,0,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,5
0434-csfon,0.818407960199005,0.5409993076390492,0,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,3
1215-figmp,0.7129353233830846,0.6268059081467805,0,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,4
0526-sxdjp,0.2373134328358209,0.3396261250865451,0,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,5
0557-askvu,0.3597014925373134,0.10827371336256636,0,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,1
5698-bqjoh,0.7577114427860697,0.0967516732056312,1,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,0
5122-cyfxa,0.5676616915422885,0.025998153704131086,0,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,0
8627-zygsz,0.6034825870646766,0.41905723517193627,0,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,3
3410-yoqbq,0.6064676616915423,0.28599123009462263,0,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,2
3170-nmyvv,0.018905472636815884,0.10525040387722133,0,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,4
7410-oiedu,0.6129353233830845,0.10022501730902378,0,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,0
2273-qckxa,0.30646766169154227,0.0034906531271636275,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,0
0731-ebjqb,0.021393034825870627,0.12368451419339951,0,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,4
1891-qrqsa,0.9288557213930347,0.8170090006923609,0,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,5
8028-pnxhq,0.05970149253731341,0.16222017078236786,0,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,5
5630-ahzil,0.46019900497512434,0.018301407800600047,0,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,0
2673-cxqeu,0.917910447761194,0.7062889453034848,0,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,4
6416-jnvrk,0.37213930348258706,0.30810639279944607,0,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,3
5590-zskrv,0.3621890547263681,0.05347911377798293,0,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,0
0191-zhskz,0.5621890547263682,0.24146088160627743,0,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,2
3887-pbqao,0.07611940298507458,0.13821832448649896,0,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,3
5919-tmrgd,0.607960199004975,0.006987075928917609,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,0
8108-uxrqn,0.32139303482587056,0.06306831294714979,0,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,0
9191-myqkx,0.5661691542288557,0.055169628432956384,1,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,0
9919-ylnng,0.8512437810945274,0.4971959381490884,0,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,3
0318-zopws,0.018905472636815884,0.11014885760443112,0,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,4
4445-zjnmu,0.8064676616915423,0.10384837295176552,0,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,0
4808-ynleu,0.43681592039800987,0.2534791137779829,0,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,2
1862-qrwpe,0.023880597014925342,0.11980152319409186,0,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,3
2796-nnufi,0.01691542288557213,0.1048119086083545,0,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,3
3016-ksvcp,0.154228855721393,0.11429148396030464,0,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,2
4767-hzzhq,0.6348258706467661,0.29441495499653814,0,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,2
2424-wvhpl,0.5616915422885572,0.006450496192014771,0,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0
7233-pahhl,0.654228855721393,0.6572178629125317,0,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,5
6067-ngceu,0.9233830845771144,0.8179321486268175,0,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,5
9848-jqjtx,0.8223880597014926,0.8585564274174937,0,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,5
8637-xjivr,0.6039800995024875,0.10484075698130627,1,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,0
9803-ftjcg,0.4835820895522387,0.545799676898223,0,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,5
0278-yxoog,0.027860696517412936,0.010968151396261252,1,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,0
3212-kxocr,0.027363184079601977,0.12559427648280638,0,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,4
4598-xlknj,0.7985074626865671,0.2879875375028848,1,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,2
6380-arceh,0.019402985074626844,0.0001615508885298867,0,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
3679-xaspy,0.011940298507462671,7.500576967459007e-05,0,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0
7123-wquhx,0.763681592039801,0.41389337641357027,0,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,3
5386-thslq,0.2716417910447761,0.3471555504269559,0,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,5
3192-nqeca,0.9129353233830845,0.8761885529656128,1,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,5
6180-ybiqi,0.06019900497512437,0.009393030233094853,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0
6728-dkuco,0.854726368159204,0.840555042695592,0,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,5
9750-boohv,0.11840796019900496,0.10487537502884837,0,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,2
8597-cwyhh,0.7572139303482587,0.4503231017770598,0,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,3
2848-yxsmw,0.011442786069651711,0.15514078006000462,0,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,5
0486-heczi,0.7810945273631841,0.6023655665820448,1,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,4
4549-zdqyy,0.3950248756218906,0.34888645280406183,0,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,4
5712-ahqnn,0.7303482587064677,0.45410800830833137,0,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,3
4846-whafz,0.5796019900497512,0.3287964458804523,1,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,3
5256-skjgo,0.36169154228855727,0.3928802215555043,0,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,5
3071-vbypo,0.7124378109452736,0.026494345718901455,0,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,0
9560-bbzxk,0.127363184079602,0.12780406185091162,0,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,2
5299-ruloa,0.8159203980099502,0.12068428340641589,1,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,0
8402-ooohj,0.023880597014925342,0.09420147703669514,0,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,3
9445-zueqe,0.6661691542288557,0.24611123932610202,0,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,2
1091-sozga,0.8114427860696517,0.6342776367412878,0,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,4
2928-hldba,0.024378109452736302,0.010841218555273483,0,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,0
0404-swrvg,0.5587064676616916,0.024319178398338335,1,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,0
6497-tilvl,0.32288557213930347,0.03825871220863144,0,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,0
7219-tlzho,0.025870646766169153,0.005088852988691437,0,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,0
4622-ynkij,0.7034825870646766,0.34720170782367876,0,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,2
4412-yltkf,0.5950248756218905,0.24425340410800833,1,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,2
6734-psbaw,0.0527363184079602,0.1967632125548119,0,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,5
3930-zgwve,0.014925373134328346,0.0001096238172167089,0,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
2639-ugmaz,0.3800995024875622,0.4577140549273021,0,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,5
2876-gzyzc,0.6736318407960199,0.13810870066928227,0,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,1
6207-wiolx,0.4014925373134328,0.1712266328179091,1,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,2
8587-xyzsf,0.32139303482587056,0.3740249249942303,0,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,5
3091-fyhki,0.17114427860696518,0.0019213016385875841,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,0
2372-hwuhi,0.25970149253731345,0.007206323563351027,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
7799-lgrdp,0.07412935323383085,0.13494114931917842,0,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,3
7850-vwjuu,0.5646766169154228,0.20305792753288715,0,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,1
3774-vbnxy,0.019402985074626844,0.14527463651050082,0,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,5
6217-kdywc,0.013432835820895522,0.13290445418878374,0,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,4
0390-dcfdq,0.5194029850746269,0.005960073851834756,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0
3146-msegf,0.6945273631840796,0.7393087929840757,0,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,5
4080-ogpjl,0.5263681592039802,0.06287214401107778,1,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,0
1095-wgngg,0.8238805970149253,0.6868739903069467,0,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,5
2636-sjdou,0.6572139303482587,0.608152550196169,0,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,5
1131-qqzeb,0.056716417910447736,0.20048465266558968,0,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,5
5716-ezxzn,0.8039800995024875,0.7382760212324024,0,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,5
6837-bjydq,0.013432835820895522,0.004909993076390492,0,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,0
2135-rxihg,0.27263681592039796,0.0030983152550196165,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0
6440-dkqge,0.46019900497512434,0.22053427186706673,0,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,2
3466-byavd,0.5099502487562189,0.12146318947611356,0,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,1
3780-yvmfa,0.5004975124378109,0.06295291945534273,0,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,0
3874-eqoep,0.763681592039801,0.07347103623355643,1,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,0
1679-jrfbr,0.8945273631840797,0.9129644588045235,0,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,5
9073-zziay,0.6751243781094527,0.5996365105008078,0,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,5
3077-rsntj,0.014427860696517386,0.01092776367412878,0,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,0
6551-gnydg,0.6233830845771144,0.1308562197092084,0,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,1
9167-apmxz,0.6557213930348259,0.208071774751904,0,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,1
2749-ctkaj,0.018905472636815884,0.0462843295638126,0,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,1
6371-nzyeg,0.4577114427860697,0.11599353796445881,0,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,1
7554-newdd,0.07412935323383085,0.02686360489268405,0,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,0
8992-vonjd,0.3756218905472637,0.08605469651511655,0,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,1
0867-mkzvy,0.6383084577114428,0.18157742903300253,1,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,1
4482-ewfmi,0.5119402985074627,0.013431802446342025,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0
4648-ypbtm,0.5537313432835821,0.4545868912993307,0,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,4
2907-iljbn,0.023383084577114438,0.024821140087699055,0,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,0
6345-fzoqh,0.01641791044776117,0.15516385875836605,0,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,5
3376-bmgfe,0.5238805970149254,0.029333025617355183,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0
5997-opvfa,0.7044776119402985,0.7195534271867067,0,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,5
3445-hxxgf,0.2691542288557213,0.30376182783291017,1,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,4
1159-wfsgr,0.021393034825870627,0.03491807062081699,0,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,1
7654-ywjuf,0.6567164179104478,0.4062370182321717,0,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,3
1875-qivme,0.8572139303482588,0.025848142164781908,1,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,0
6727-iotlz,0.6338308457711442,0.13419686129702285,0,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,1
0691-jvsya,0.7621890547263681,0.574821140087699,1,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,4
5918-vukwp,0.02288557213930348,0.07336141241633971,0,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,2
1744-jhkys,0.06417910447761191,0.08786060466189707,0,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,2
2656-fmokz,0.5592039800995025,0.13003692591737828,1,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,1
2070-fnexe,0.5791044776119403,0.05594276482806371,1,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,0
5947-sgkcl,0.8666666666666666,0.1777579044541888,0,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,1
3712-pkxza,0.02288557213930348,0.14230325409646896,0,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,5
6317-ypkdh,0.11641791044776117,0.0012866374336487421,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
6582-oivsp,0.2691542288557213,0.0030579275328871443,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
9367-wxlch,0.6592039800995024,0.07429609969997693,1,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,0
5524-khnjp,0.5621890547263682,0.2809254558042926,0,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,2
1918-zbfqj,0.6069651741293532,0.1261077775213478,1,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,1
1024-guald,0.06517412935323383,0.0006923609508423722,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0
4827-usjhp,0.3338308457711442,0.11597622894068775,0,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,1
8167-gjlrn,0.12089552238805967,0.007310177705977384,0,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,0
0956-sycwg,0.013930348258706454,0.026078929148396032,0,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,1
8017-uvszu,0.381592039800995,0.2723632587122086,0,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,3
7100-fqprv,0.5338308457711444,0.36401453957996766,0,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,3
2472-ovkup,0.7238805970149254,0.0591045465035772,1,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,0
2984-rgeya,0.014925373134328346,0.15654281098546044,0,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,5
9680-niauv,0.9099502487562189,0.9358989153011771,0,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,5
2146-egvdt,0.010447761194029848,0.13546042003231018,0,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,4
2604-ijpdu,0.7791044776119402,0.21726863604892685,0,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,1
9178-jhuvj,0.05820895522388059,0.0656127394414955,0,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,1
6168-ybynp,0.92636815920398,0.7501673205631203,0,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,4
7255-ssfbc,0.9353233830845772,0.925784675744288,0,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,5
3645-deygf,0.02487562189054726,0.00022501730902377065,0,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
9323-hgfwy,0.8323383084577115,0.3072178629125317,0,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,2
8544-goqsh,0.6149253731343283,0.1261827832910224,0,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,1
3363-dtivd,0.8686567164179103,0.8523771059312255,0,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,5
7018-wbjnk,0.5975124378109452,0.11714170320793908,0,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,1
9142-kzxop,0.5034825870646765,0.33927417493653356,0,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,3
7674-ytafd,0.6139303482587065,0.30764481883221784,0,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,2
6348-snfus,0.37014925373134333,0.48008308331410104,0,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,5
1285-okipp,0.6134328358208956,0.007050542349411494,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,0
7825-ecjrf,0.8791044776119402,0.2210535425801985,1,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,1
1347-kttta,0.8378109452736319,0.765670436187399,0,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,5
7841-tzdmq,0.2761194029850746,0.007581352411723978,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0
4195-nzgta,0.06965174129353235,0.00074428802215555,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
7157-smcfk,0.014925373134328346,0.12755596584352644,0,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,5
